type,date,hour,kg,price,total,importe,concept,comment
ing,16/08/2023,11:30:58,960.0,6.7,6432.0,0.0,pago,guero nevarez
gas,16/08/2023,11:47:16,0.0,0.0,0.0,460.0,lalo,450+10cam
gas,16/08/2023,11:48:01,0.0,0.0,0.0,300.0,tito,300-50pres
ing,16/08/2023,12:19:34,0.0,0.0,1000.0,0.0,abono,alex karla
ing,16/08/2023,12:32:48,247.0,7.0,1729.0,0.0,,davalos
gas,16/08/2023,13:03:40,0.0,0.0,0.0,400.0,plutis,400-50pres
gas,16/08/2023,13:04:33,0.0,0.0,0.0,380.0,pancho,380-100-20-100pres
ing,16/08/2023,13:06:25,0.0,0.0,800.0,0.0,,4 a 200
gas,16/08/2023,13:27:29,0.0,0.0,0.0,560.0,trino,550+10cam-50pres
gas,16/08/2023,13:27:57,0.0,0.0,0.0,360.0,chuy,350-20pres+10cam
gas,21/08/2023,12:04:33,0.0,0.0,0.0,3000.0,gass salida,picha sergio
gas,21/08/2023,12:39:30,0.0,0.0,0.0,50.0,aguas cliente,trabajador carlos sanchez
gas,21/08/2023,12:48:02,0.0,0.0,0.0,100.0,arpillas,30 a 3.3
gas,21/08/2023,12:48:44,0.0,0.0,0.0,245.0,arpillas,66 a 3.3 y 18 a 1.50
ing,21/08/2023,12:52:28,60.0,7.5,450.0,0.0,pago,rocio
gas,21/08/2023,13:06:51,0.0,0.0,0.0,550.0,trino,
gas,21/08/2023,13:19:19,0.0,0.0,0.0,420.0,feo,400-50-100pres+20cam
gas,21/08/2023,13:24:01,0.0,0.0,0.0,370.0,chuy,350+20cam-20pres
gas,21/08/2023,13:24:09,0.0,0.0,0.0,300.0,tito,
gas,21/08/2023,13:25:16,0.0,0.0,0.0,460.0,lalo,450+10cam
gas,21/08/2023,13:26:22,0.0,0.0,0.0,390.0,pancho,380-80-50-50-20pres+10extra
gas,22/08/2023,09:04:22,0.0,0.0,0.0,1200.0,aguas cliente,mariana guma
ing,22/08/2023,11:14:24,450.0,7.0,3150.0,0.0,pago,ray andrade
gas,22/08/2023,11:14:38,0.0,0.0,0.0,200.0,tarimas,pepe saktel it
ing,22/08/2023,11:55:02,0.0,0.0,2800.0,0.0,renta,kike y diego
gas,22/08/2023,12:15:25,0.0,0.0,0.0,400.0,luis,400-50pres
gas,22/08/2023,12:34:30,0.0,0.0,0.0,360.0,chuy,350-20pres+10cam
gas,22/08/2023,12:37:11,0.0,0.0,0.0,430.0,chango,400+20pow+10cam-50pres
gas,22/08/2023,12:37:30,0.0,0.0,0.0,460.0,lalo,450+10cam
gas,22/08/2023,12:37:45,0.0,0.0,0.0,550.0,trino,
gas,22/08/2023,12:49:15,0.0,0.0,0.0,370.0,pancho,350-100-50-50pres+20extra
gas,24/08/2023,07:12:21,0.0,0.0,0.0,100.0,feo,lo metio pichancha por equivocacion
gas,24/08/2023,09:02:42,0.0,0.0,0.0,10.0,trino,
gas,24/08/2023,09:48:54,0.0,0.0,0.0,409.0,arpillas,124 a 3.3
ing,24/08/2023,10:12:38,53.0,7.5,397.5,0.0,gde,
ing,24/08/2023,11:10:02,10.0,7.5,75.0,0.0,,
ing,24/08/2023,11:11:09,195.0,7.5,1462.5,0.0,gde,cam bca cristiano
ing,24/08/2023,11:39:27,80.0,7.5,600.0,0.0,,
ing,24/08/2023,11:45:11,35.0,7.5,262.5,0.0,,
ing,24/08/2023,11:47:13,23.0,7.5,172.5,0.0,,
gas,24/08/2023,11:56:28,0.0,0.0,0.0,480.0,arpillas,145 a 3.3
ing,24/08/2023,11:57:15,0.0,0.0,1400.0,0.0,pago,castillo
ing,24/08/2023,12:20:36,14.0,7.5,105.0,0.0,,
gas,24/08/2023,13:53:35,0.0,0.0,0.0,460.0,lalo,450+10cam
gas,24/08/2023,13:54:20,0.0,0.0,0.0,306.0,tito,300+14aguas-20pres+6extra
gas,24/08/2023,13:54:34,0.0,0.0,0.0,400.0,chuy,400-20pres
gas,24/08/2023,13:54:47,0.0,0.0,0.0,550.0,trino,550-100pres
gas,24/08/2023,13:57:47,0.0,0.0,0.0,480.0,chango,450+20pow-50pres+10cam
gas,24/08/2023,14:03:40,0.0,0.0,0.0,400.0,pancho,400-100-100-50pres
gas,24/08/2023,14:06:51,0.0,0.0,0.0,350.0,plutis,350llego a las 8-50pres
gas,26/08/2023,08:08:48,0.0,0.0,0.0,45.0,gelatinas picha,5 a 9
ing,26/08/2023,08:13:03,50.0,6.8,340.0,0.0,,
ing,26/08/2023,08:20:21,60.0,6.8,408.0,0.0,pago,chaparro
ing,26/08/2023,08:29:05,20.0,7.5,150.0,0.0,,
ing,26/08/2023,08:32:09,36.0,6.8,244.8,0.0,,raul guzman
ing,26/08/2023,08:34:47,11.0,7.5,82.5,0.0,,
ing,26/08/2023,08:37:40,40.0,6.8,272.0,0.0,,juan cruz
ing,26/08/2023,08:39:43,0.0,0.0,170.0,0.0,,comedor
ing,26/08/2023,08:41:19,60.0,7.5,450.0,0.0,gde,
ing,26/08/2023,09:01:23,0.0,0.0,14400.0,0.0,pago,alfonso hdz
gas,26/08/2023,09:08:37,0.0,0.0,0.0,90.0,ayuda cliente,compra de agua de sabe que a trabajador de ernesto
gas,26/08/2023,09:54:00,0.0,0.0,0.0,2450.0,arpillas,700 a 3.5
ing,26/08/2023,10:08:28,90.0,6.88,619.2,0.0,gde,
gas,26/08/2023,12:41:31,0.0,0.0,0.0,560.0,trino,550+10cam-100-50pres
gas,26/08/2023,13:09:27,0.0,0.0,0.0,280.0,giovanni,
gas,26/08/2023,13:11:02,0.0,0.0,0.0,460.0,lalo,450+10cam
gas,26/08/2023,13:16:57,0.0,0.0,0.0,280.0,tito,
gas,26/08/2023,13:19:31,0.0,0.0,0.0,460.0,chango,450+10cam-100pres
gas,26/08/2023,13:20:35,0.0,0.0,0.0,400.0,pancho,400-150pres
gas,26/08/2023,13:27:14,0.0,0.0,0.0,350.0,plutis,350llego 7.25 - 50pres
gas,28/08/2023,12:20:03,0.0,0.0,0.0,100.0,cocas salida,sos picha
ing,28/08/2023,12:51:20,0.0,0.0,4975.0,0.0,fin mes,saldo efect movimientos banco
gas,28/08/2023,13:11:03,0.0,0.0,0.0,390.0,chuy,400-20pres-6pres
gas,28/08/2023,13:13:01,0.0,0.0,0.0,460.0,lalo,450+10cam-50pres
gas,28/08/2023,13:23:47,0.0,0.0,0.0,405.0,pancho,400-35-250pres+5extra
gas,28/08/2023,13:24:09,0.0,0.0,0.0,5000.0,fin de mes,desposito efectivo ernesto
ing,28/08/2023,13:37:29,0.0,0.0,700.0,0.0,karla alex,abono
gas,28/08/2023,13:41:01,0.0,0.0,0.0,1000.0,gas bca,
gas,28/08/2023,13:42:40,0.0,0.0,0.0,560.0,trino,550+10cam-50pres
gas,28/08/2023,13:57:51,0.0,0.0,0.0,410.0,plutis,400-35pres+10extra
ing,28/08/2023,13:58:52,50.0,7.0,350.0,0.0,pago,barba
gas,28/08/2023,14:02:22,0.0,0.0,0.0,280.0,arpillas,85 a 3.3
gas,29/08/2023,11:31:12,0.0,0.0,0.0,175.0,arpillas,53 a 3.3
gas,29/08/2023,12:00:55,0.0,0.0,0.0,462.0,arpillas,154 a 3
gas,29/08/2023,12:41:39,0.0,0.0,0.0,460.0,lalo,450-50pres+10cam
gas,29/08/2023,12:43:38,0.0,0.0,0.0,470.0,chango,450+20pow-50pres
gas,29/08/2023,13:12:16,0.0,0.0,0.0,300.0,chuy,300llegotardecomo8.5 -20-10pres
gas,29/08/2023,13:15:45,0.0,0.0,0.0,370.0,plutis,350llegodespuesdelas7 -50pres +20extra
gas,29/08/2023,14:05:39,0.0,0.0,0.0,560.0,trino,550+10cam-50pres
gas,29/08/2023,14:06:46,0.0,0.0,0.0,400.0,pancho,400-100-50-50-50pres
ing,29/08/2023,14:07:03,0.0,0.0,4200.0,0.0,pago,irasema
gas,30/08/2023,08:28:28,0.0,0.0,0.0,1500.0,gas roja,
ing,30/08/2023,08:44:51,20.0,7.5,150.0,0.0,,
gas,30/08/2023,10:35:14,0.0,0.0,0.0,15200.0,carroceria,
ing,01/05/2023,07:01:08,40.0,6.0,240.0,0.0,,
ing,01/05/2023,07:01:28,11.0,6.0,66.0,0.0,,
ing,01/05/2023,07:10:16,26.0,6.0,156.0,0.0,,
ing,01/05/2023,07:13:14,70.0,6.0,420.0,0.0,,
ing,01/05/2023,07:14:26,10.0,6.0,60.0,0.0,,
ing,01/05/2023,07:18:09,100.0,6.0,600.0,0.0,,solorio
ing,01/05/2023,07:18:29,60.0,13.0,780.0,0.0,mdo,solorio
ing,01/05/2023,07:22:30,8.0,6.0,48.0,0.0,,
ing,01/05/2023,07:31:05,80.0,6.0,480.0,0.0,,
ing,01/05/2023,07:37:16,43.0,6.5,279.5,0.0,limpio,
gas,01/05/2023,07:48:43,0.0,0.0,0.0,45.0,cafe,dir
ing,01/05/2023,09:47:22,18.0,6.0,108.0,0.0,,
ing,01/05/2023,09:47:53,120.0,5.5,660.0,0.0,gde,hna victor
gas,01/05/2023,10:46:13,0.0,0.0,0.0,150.0,chofer,saldo cel
gas,01/05/2023,10:53:33,0.0,0.0,0.0,330.0,chuy,
gas,01/05/2023,10:54:36,0.0,0.0,0.0,460.0,lalo,
ing,01/05/2023,11:14:26,0.0,0.0,495.0,0.0,,odalpi
ing,01/05/2023,11:34:23,,0.0,180.0,0.0,pacha,
ing,01/05/2023,11:47:09,16.0,6.0,96.0,0.0,,
ing,01/05/2023,11:54:16,30.0,5.0,150.0,0.0,,
ing,01/05/2023,12:04:52,168.0,5.5,924.0,0.0,gde,pelon
gas,01/05/2023,12:06:17,0.0,0.0,0.0,555.0,trino,550-100anteriores-45prestados+10camion
ing,01/05/2023,12:19:01,11.0,5.0,55.0,0.0,,
ing,01/05/2023,12:25:26,54.0,6.0,324.0,0.0,gde,
gas,01/05/2023,12:49:57,0.0,0.0,0.0,360.0,pancho,350-100-50prestados+10extra
ing,01/05/2023,12:56:26,,0.0,2500.0,0.0,pago,pin - miriam
gas,01/05/2023,13:11:43,0.0,0.0,0.0,550.0,plutis,390+50domingo-50-40prestados+100adelantados
ing,02/05/2023,09:20:31,76.0,5.5,418.0,0.0,,
gas,02/05/2023,09:29:27,0.0,0.0,0.0,1150.0,col mdo,115 cu
ing,02/05/2023,09:58:56,64.0,6.5,416.0,0.0,limpio,
gas,02/05/2023,11:22:54,0.0,0.0,0.0,170.0,comida,sergio picha sergemm
gas,02/05/2023,11:27:00,0.0,0.0,0.0,330.0,chuy,300+20extra+10camion-20prestados-50abonoprestamo
gas,02/05/2023,11:29:03,0.0,0.0,0.0,460.0,lalo,450+10camion
gas,02/05/2023,11:29:37,0.0,0.0,0.0,350.0,fer,
gas,02/05/2023,12:30:58,0.0,0.0,0.0,350.0,pancho,350-100-50-50prestados
gas,02/05/2023,12:31:55,0.0,0.0,0.0,350.0,plutis,350-50adelantados-50prestados
gas,02/05/2023,12:44:18,0.0,0.0,0.0,550.0,trino,550-100prestados
ing,03/05/2023,07:05:51,60.0,5.0,300.0,0.0,,pelo bco
ing,03/05/2023,07:06:34,100.0,5.5,550.0,0.0,,raul guzman
gas,03/05/2023,07:06:52,0.0,0.0,0.0,45.0,comida,cafes
ing,03/05/2023,07:09:31,160.0,5.0,800.0,0.0,,ramirez
ing,03/05/2023,07:17:45,4.0,6.0,24.0,0.0,,
ing,03/05/2023,07:26:56,30.0,5.0,150.0,0.0,,nico
ing,03/05/2023,07:43:58,120.0,6.0,720.0,0.0,,solorio
ing,03/05/2023,07:44:10,50.0,13.0,650.0,0.0,mdo,solorio
ing,03/05/2023,07:45:01,14.0,6.0,84.0,0.0,,
ing,03/05/2023,07:46:41,9.0,6.0,54.0,0.0,,
ing,03/05/2023,07:55:53,8.0,6.0,48.0,0.0,,
ing,03/05/2023,07:59:47,40.0,6.0,240.0,0.0,,solorio
ing,03/05/2023,08:16:20,20.0,6.0,120.0,0.0,,
ing,03/05/2023,08:44:01,60.0,6.0,360.0,0.0,,
ing,03/05/2023,08:50:13,30.0,6.0,180.0,0.0,,limpio
ing,03/05/2023,08:56:24,40.0,6.0,240.0,0.0,,
ing,03/05/2023,09:11:12,14.0,6.0,84.0,0.0,,
ing,03/05/2023,09:47:46,13.0,6.0,78.0,0.0,,
ing,03/05/2023,09:53:19,9.0,6.0,54.0,0.0,,
gas,03/05/2023,09:58:56,0.0,0.0,0.0,70.0,comida,lonches picha srgmm
ing,03/05/2023,10:00:31,60.0,6.5,390.0,0.0,limpio,
gas,03/05/2023,10:38:13,0.0,0.0,0.0,2000.0,chofer francisco,prestamo
ing,03/05/2023,10:39:45,19.0,6.0,114.0,0.0,,
ing,03/05/2023,10:41:37,0.0,0.0,300.0,0.0,pago,becerro
ing,03/05/2023,10:42:02,0.0,0.0,1000.0,0.0,pago,karla
gas,03/05/2023,10:45:32,0.0,0.0,0.0,550.0,chofer francisco,virlos taller
ing,03/05/2023,10:52:33,40.0,6.0,240.0,0.0,,
gas,03/05/2023,10:54:05,0.0,0.0,0.0,330.0,chuy,320+10camion-20prestados
gas,03/05/2023,10:58:25,0.0,0.0,0.0,460.0,lalo,450+10camion
ing,03/05/2023,10:58:39,0.0,0.0,300.0,0.0,pachanga,
ing,03/05/2023,10:59:10,0.0,0.0,84.0,0.0,,sra lalo
gas,03/05/2023,10:59:54,0.0,0.0,0.0,350.0,fer,
ing,03/05/2023,11:04:17,0.0,0.0,180.0,0.0,pachan,
ing,03/05/2023,11:36:50,52.0,5.5,286.0,0.0,gde,
gas,03/05/2023,11:48:40,0.0,0.0,0.0,555.0,trino,550-45prestados+10camion
gas,03/05/2023,12:00:59,0.0,0.0,0.0,700.0,ucma cuota,mayo
gas,03/05/2023,12:01:23,0.0,0.0,0.0,2600.0,pension ucma,2 cajones mayo
ing,03/05/2023,12:15:42,29.0,12.0,348.0,0.0,mdo,
gas,03/05/2023,12:37:12,0.0,0.0,0.0,370.0,pancho,350+20extra-100-50prestados
ing,03/05/2023,12:52:25,10.0,6.0,60.0,0.0,,
ing,03/05/2023,12:52:35,4.6,13.0,59.8,0.0,mdo,
ing,03/05/2023,12:52:42,50.0,6.0,300.0,0.0,gde,
gas,03/05/2023,13:15:28,0.0,0.0,0.0,110.0,comida,srgmm
gas,03/05/2023,13:20:55,0.0,0.0,0.0,400.0,plutis,400-50atrasados
ing,06/05/2023,07:37:43,31.0,14.5,449.5,0.0,mdo,
ing,06/05/2023,07:37:57,200.0,5.0,1000.0,0.0,,karla
ing,06/05/2023,07:38:51,26.0,6.5,169.0,0.0,bco,pablo lopez
gas,06/05/2023,,,,,900.0,lalo,2 dias -100prestados
gas,06/05/2023,11:30:59,0.0,0.0,0.0,200.0,comida,jitomate
gas,06/05/2023,12:10:56,0.0,0.0,0.0,550.0,trino,550-150prestados
gas,08/05/2023,06:33:02,0.0,0.0,0.0,100.0,aguas cliente,jose solorio
ing,08/05/2023,06:33:17,56.0,6.0,336.0,0.0,,
ing,08/05/2023,06:56:47,50.0,6.0,300.0,0.0,gde,
ing,08/05/2023,06:58:11,4.0,6.0,24.0,0.0,gde,
ing,08/05/2023,07:06:14,14.0,14.0,196.0,0.0,mdo,
ing,08/05/2023,07:06:48,0.0,0.0,150.0,0.0,,toro
ing,08/05/2023,07:07:43,15.0,6.0,90.0,0.0,,
ing,08/05/2023,07:30:16,11.0,6.0,66.0,0.0,,
gas,08/05/2023,11:13:08,0.0,0.0,0.0,330.0,chuy,320+10camion-20prestados
gas,08/05/2023,11:17:21,0.0,0.0,0.0,950.0,lalo,450+500desuguardado
ing,08/05/2023,11:17:31,40.0,6.0,240.0,0.0,,
ing,08/05/2023,11:22:32,0.0,0.0,100.0,0.0,pachanga,
ing,08/05/2023,11:22:46,116.0,5.0,580.0,0.0,gde,
gas,08/05/2023,11:23:57,0.0,0.0,0.0,120.0,comida,sergio picha srgmm
ing,08/05/2023,11:32:37,167.0,6.0,1002.0,0.0,gde,
ing,08/05/2023,11:44:07,0.0,0.0,400.0,0.0,pago,becerro
ing,08/05/2023,11:49:06,20.0,5.0,100.0,0.0,,
gas,08/05/2023,11:59:52,0.0,0.0,0.0,1400.0,gass,salida papa pichancha
gas,08/05/2023,12:00:04,0.0,0.0,0.0,100.0,salida,cocas
ing,08/05/2023,12:00:54,16.0,6.0,96.0,0.0,,
ing,08/05/2023,12:04:37,10.0,5.0,50.0,0.0,gde,
ing,08/05/2023,12:26:19,55.0,6.0,330.0,0.0,gde,
ing,08/05/2023,12:30:46,30.0,5.0,150.0,0.0,,paco guzman
ing,08/05/2023,12:52:37,5.0,180.0,900.0,0.0,pago,gono
ing,08/05/2023,13:10:25,20.0,6.0,120.0,0.0,,
gas,08/05/2023,13:24:10,0.0,0.0,0.0,350.0,pancho,
gas,08/05/2023,13:25:21,0.0,0.0,0.0,550.0,trino,550-50prestados(50pendientesManana)
ing,08/05/2023,13:29:37,98.0,6.0,588.0,0.0,gde,pick up bca
gas,08/05/2023,13:52:21,0.0,0.0,0.0,500.0,plutis,400-50prestados+100adelantados
gas,09/05/2023,12:53:06,0.0,0.0,0.0,1460.0,lalo,450-20prestados+10camion+1000ahorrado
gas,09/05/2023,12:55:22,0.0,0.0,0.0,330.0,chuy,320-20prestados+10camion
gas,09/05/2023,12:55:42,0.0,0.0,0.0,350.0,fer,350-20prestados
gas,09/05/2023,12:58:30,0.0,0.0,0.0,350.0,pancho,
gas,09/05/2023,12:59:24,0.0,0.0,0.0,550.0,trino,550-50atrasados+10camion
gas,09/05/2023,13:10:27,0.0,0.0,0.0,350.0,plutis,350-50adelantados
gas,11/05/2023,10:54:39,0.0,0.0,0.0,320.0,chuy,320-20prestados
gas,11/05/2023,10:56:35,0.0,0.0,0.0,450.0,lalo,
gas,13/05/2023,12:37:54,0.0,0.0,0.0,500.0,lalo,
gas,13/05/2023,12:43:27,0.0,0.0,0.0,400.0,chuy,400-20prestados
gas,13/05/2023,12:44:30,0.0,0.0,0.0,450.0,fer,450-30prestados
gas,13/05/2023,12:54:30,0.0,0.0,0.0,470.0,pancho,470-50prestados
ing,13/05/2023,12:55:11,20.0,6.5,130.0,0.0,,
gas,13/05/2023,13:02:06,0.0,0.0,0.0,450.0,plutis,350-50prestados+100pendientes
ing,13/05/2023,13:02:17,11.0,6.5,71.5,0.0,,
gas,13/05/2023,13:04:21,0.0,0.0,0.0,550.0,trino,550-150-100prestados
gas,16/05/2023,10:52:23,0.0,0.0,0.0,30.0,camioneta,desodorante
gas,16/05/2023,12:49:09,0.0,0.0,0.0,340.0,chuy,320-20prestados+20camion
gas,16/05/2023,12:49:22,0.0,0.0,0.0,460.0,lalo,450-50prestados+10camion
gas,16/05/2023,13:06:09,0.0,0.0,0.0,550.0,trino,500-50prestadosdiaantes
gas,16/05/2023,13:14:19,0.0,0.0,0.0,400.0,plutis,400-100prestadosyapuesta
gas,16/05/2023,13:15:28,0.0,0.0,0.0,370.0,pancho,370-50prestados
gas,18/05/2023,11:29:28,0.0,0.0,0.0,10.0,lalo,camion
gas,18/05/2023,11:37:10,0.0,0.0,0.0,330.0,chuy,320-20prestados+10cigarro
gas,18/05/2023,12:31:05,0.0,0.0,0.0,550.0,trino,550-50prestados(50pendientes)
gas,18/05/2023,12:48:52,0.0,0.0,0.0,370.0,plutis,370-50prestados-50adelantados
gas,18/05/2023,12:50:00,0.0,0.0,0.0,370.0,pancho,370-50-100prestados
gas,19/05/2023,11:29:51,0.0,0.0,0.0,350.0,feo,350-20prestados
gas,19/05/2023,11:30:47,0.0,0.0,0.0,360.0,chuy,350-20prestados+10camion
gas,19/05/2023,11:34:42,0.0,0.0,0.0,50.0,lalo,
gas,19/05/2023,13:03:47,0.0,0.0,0.0,550.0,trino,550-50pendientes
gas,19/05/2023,13:09:54,0.0,0.0,0.0,370.0,pancho,370-100prestados
gas,19/05/2023,13:16:01,0.0,0.0,0.0,550.0,plutis,400-50llegotarde-50prestados-50adelantados+200adelantados
gas,22/05/2023,05:54:21,0.0,0.0,0.0,1200.0,cliente,mariana guma
ing,22/05/2023,10:39:17,0.0,0.0,1000.0,0.0,abono,karla
ing,22/05/2023,10:39:30,0.0,0.0,7872.0,0.0,pago,irasema
gas,22/05/2023,10:43:52,0.0,0.0,0.0,370.0,feo,
gas,22/05/2023,10:44:19,0.0,0.0,0.0,340.0,chuy,320-20-10prestados+20camion
ing,22/05/2023,10:47:59,0.0,0.0,120.0,0.0,pago,lalo sra
gas,22/05/2023,10:48:12,0.0,0.0,0.0,455.0,lalo,450+5camion
gas,22/05/2023,10:49:54,0.0,0.0,0.0,405.0,chango,400-50prestados+5camion
ing,22/05/2023,11:07:48,0.0,0.0,1000.0,0.0,pago,gono
gas,22/05/2023,11:49:16,0.0,0.0,0.0,560.0,trino,550+10camion
gas,22/05/2023,12:04:58,0.0,0.0,0.0,370.0,pancho,370-100-50-50prestados
ing,22/05/2023,12:05:14,67.0,5.0,335.0,0.0,gde,
ing,22/05/2023,12:05:31,70.0,6.12,428.4,0.0,gde,
ing,22/05/2023,12:05:51,5.0,6.5,32.5,0.0,,
ing,22/05/2023,12:11:06,23.0,5.0,115.0,0.0,gde,
ing,22/05/2023,13:09:41,30.0,6.0,180.0,0.0,,
gas,22/05/2023,13:23:58,0.0,0.0,0.0,195.0,arpillas,55 a 3.5
gas,23/05/2023,11:05:19,0.0,0.0,0.0,370.0,feo,370-50prestados
gas,23/05/2023,11:06:16,0.0,0.0,0.0,330.0,chuy,320-20prestados+10camion
gas,23/05/2023,11:06:58,0.0,0.0,0.0,460.0,lalo,450+10camion
gas,23/05/2023,11:16:53,0.0,0.0,0.0,420.0,chango,400+20camion
ing,23/05/2023,11:51:37,0.0,0.0,2000.0,0.0,pago,gonio
ing,23/05/2023,11:51:48,106.0,5.5,583.0,0.0,gde,
ing,23/05/2023,11:52:28,6.0,6.0,36.0,0.0,,
ing,23/05/2023,11:52:57,80.0,6.5,520.0,0.0,gde,
ing,23/05/2023,12:19:58,189.0,5.8,1096.2,0.0,gde,
gas,23/05/2023,12:26:15,0.0,0.0,0.0,710.0,arpillas,verdes 100 a 3.5 amrillas 120 a 3
gas,23/05/2023,12:27:16,0.0,0.0,0.0,370.0,pancho,370-115prestados
ing,23/05/2023,12:37:08,70.0,6.5,455.0,0.0,gde,
ing,23/05/2023,12:49:27,12.0,6.5,78.0,0.0,,
ing,23/05/2023,13:04:15,30.0,6.5,195.0,0.0,gde,
ing,23/05/2023,13:24:54,52.0,6.5,338.0,0.0,,
gas,23/05/2023,13:51:42,0.0,0.0,0.0,350.0,plutis,350-50prestados llego tarde
ing,25/05/2023,12:28:18,0.0,0.0,794.0,0.0,pago,luz miriam
gas,25/05/2023,12:33:43,0.0,0.0,0.0,400.0,gasolina,platina
gas,25/05/2023,12:33:58,0.0,0.0,0.0,150.0,llantero,chofer camion
gas,25/05/2023,12:34:10,0.0,0.0,0.0,100.0,cocas,picha sergio
gas,25/05/2023,13:01:16,0.0,0.0,0.0,520.0,chuy,500-20prestados+20camion
gas,25/05/2023,13:01:34,0.0,0.0,0.0,420.0,chuy,400-20prestados+20camion
gas,25/05/2023,13:02:55,0.0,0.0,0.0,570.0,trino,550+10airellanatas+10camion
ing,25/05/2023,13:03:37,0.0,0.0,3000.0,0.0,pago,isidro salcedo
gas,25/05/2023,13:05:17,0.0,0.0,0.0,420.0,chango,se habia apuntado 50 pero dice que no pidio
ing,25/05/2023,13:21:57,55.0,6.5,357.5,0.0,gde,
gas,25/05/2023,13:31:13,0.0,0.0,0.0,400.0,plutis,400-50prestados
ing,25/05/2023,13:31:33,50.0,6.0,300.0,0.0,gde,
gas,25/05/2023,13:32:51,0.0,0.0,0.0,450.0,pancho,450-200prestados
ing,27/05/2023,09:58:35,90.0,6.0,540.0,0.0,gde,
ing,27/05/2023,11:04:38,16.0,6.5,104.0,0.0,,
gas,27/05/2023,11:05:04,0.0,0.0,0.0,460.0,chango,450arpillada-100prestados+10camion
ing,27/05/2023,11:05:13,9.0,6.5,58.5,0.0,,
gas,27/05/2023,11:05:50,0.0,0.0,0.0,150.0,alex sobada,
ing,27/05/2023,11:17:34,27.0,6.5,175.5,0.0,,
gas,27/05/2023,11:25:14,0.0,0.0,0.0,380.0,pancho,380-110prestados
ing,29/05/2023,11:31:27,0.0,0.0,6000.0,0.0,pago,jorge avalos
ing,29/05/2023,11:32:05,0.0,0.0,1200.0,0.0,pago,gonio
ing,29/05/2023,11:45:24,0.0,0.0,150.0,0.0,pago,cholo
gas,29/05/2023,11:50:22,0.0,0.0,0.0,657.0,arpillas,199 a 3.3
gas,29/05/2023,12:04:17,0.0,0.0,0.0,340.0,chuy,320+20camion-20prestados
gas,29/05/2023,12:05:17,0.0,0.0,0.0,460.0,lalo,450+10camion
gas,29/05/2023,12:11:17,0.0,0.0,0.0,420.0,chango,400+20prestados
gas,29/05/2023,12:14:32,0.0,0.0,0.0,560.0,trino,550-50anteriores+10camion
ing,29/05/2023,12:23:22,0.0,0.0,18962.4,0.0,banco,fin de mes
gas,29/05/2023,12:23:36,0.0,0.0,0.0,100.0,cocas,picha sergio
gas,29/05/2023,12:23:48,0.0,0.0,0.0,4000.0,cargada,
gas,29/05/2023,12:23:59,0.0,0.0,0.0,900.0,camioneta,
ing,29/05/2023,12:30:38,99.0,6.0,594.0,0.0,,
ing,29/05/2023,12:37:05,200.0,5.5,1100.0,0.0,davalos,
gas,29/05/2023,12:52:17,0.0,0.0,0.0,525.0,arpillas,150 a 3.50
gas,29/05/2023,13:18:57,0.0,0.0,0.0,350.0,plutis,400-50tarde-200prestados
gas,29/05/2023,13:22:20,0.0,0.0,0.0,370.0,pancho,370-150prestados
ing,27/05/2023,09:58:35,90.0,6.0,540.0,0.0,gde,
ing,27/05/2023,11:04:38,16.0,6.5,104.0,0.0,,
gas,27/05/2023,11:05:04,0.0,0.0,0.0,460.0,chango,450arpillada-100prestados+10camion
ing,27/05/2023,11:05:13,9.0,6.5,58.5,0.0,,
gas,27/05/2023,11:05:50,0.0,0.0,0.0,150.0,alex sobada,
ing,27/05/2023,11:17:34,27.0,6.5,175.5,0.0,,
gas,27/05/2023,11:25:14,0.0,0.0,0.0,380.0,pancho,380-110prestados
ing,29/05/2023,11:31:27,0.0,0.0,6000.0,0.0,pago,jorge avalos
ing,29/05/2023,11:32:05,0.0,0.0,1200.0,0.0,pago,gonio
ing,29/05/2023,11:45:24,0.0,0.0,150.0,0.0,pago,cholo
gas,29/05/2023,11:50:22,0.0,0.0,0.0,657.0,arpillas,199 a 3.3
gas,29/05/2023,12:04:17,0.0,0.0,0.0,340.0,chuy,320+20camion-20prestados
gas,29/05/2023,12:05:17,0.0,0.0,0.0,460.0,lalo,450+10camion
gas,29/05/2023,12:11:17,0.0,0.0,0.0,420.0,chango,400+20prestados
gas,29/05/2023,12:14:32,0.0,0.0,0.0,560.0,trino,550-50anteriores+10camion
ing,29/05/2023,12:23:22,0.0,0.0,18962.4,0.0,banco,fin de mes
gas,29/05/2023,12:23:36,0.0,0.0,0.0,100.0,cocas,picha sergio
gas,29/05/2023,12:23:48,0.0,0.0,0.0,4000.0,cargada,
gas,29/05/2023,12:23:59,0.0,0.0,0.0,900.0,camioneta,
ing,29/05/2023,12:30:38,99.0,6.0,594.0,0.0,,
ing,29/05/2023,12:37:05,200.0,5.5,1100.0,0.0,davalos,
gas,29/05/2023,12:52:17,0.0,0.0,0.0,525.0,arpillas,150 a 3.5
gas,29/05/2023,13:18:57,0.0,0.0,0.0,350.0,plutis,400-50tarde-200prestados
ing,30/05/2023,12:21:03,186.0,6.0,1116.0,0.0,gde,
ing,30/05/2023,12:21:16,80.0,6.5,520.0,0.0,gde,
ing,30/05/2023,12:21:31,78.0,6.5,507.0,0.0,gde,
ing,30/05/2023,12:21:39,0.0,0.0,180.0,0.0,pach,
